Software / Hosting Transactions,,,,,,,,,
ULearn Limited,,,,,,,,,
For the period 1 January 2017 to 31 December 2024,,,,,,,,,
,,,,,,,,,
Date,Source,Description,Reference,Currency,Debit (Source),Credit (Source),Debit (EUR),Credit (EUR),Running Balance (EUR)
,,,,,,,,,
Software / Hosting,,,,,,,,,
17 Aug 2021,Spend Money,TradingView - P1508GI 12.95@0.85019,,EUR,11.01,0.00,11.01,0.00,"51,049.76"
18 Aug 2021,Spend Money,"GoDaddy.com, LLC - CARD - POS16AUG DNH*GO DADDY",,EUR,11.06,0.00,11.06,0.00,"51,060.82"
18 Aug 2021,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 
17 Jul 2021 to 16 Aug 2021",IN-2962076,EUR,25.63,0.00,25.63,0.00,"51,086.45"
20 Aug 2021,Spend Money,"Zopim - CARD - Chat Basic Subscription
08/20/2021-09/19/2021
Month ",INV07373752,EUR,11.98,0.00,11.98,0.00,"51,098.43"
23 Aug 2021,Spend Money,ADOBE - POS21AUG Adobe.com,,EUR,30.24,0.00,30.24,0.00,"51,128.67"
24 Aug 2021,Spend Money,Flickr - POS23AUG PAYPAL *FLIC,,EUR,6.24,0.00,6.24,0.00,"51,134.91"
26 Aug 2021,Spend Money,TradingView - P2508US 29.95@0.85308,,EUR,25.55,0.00,25.55,0.00,"51,160.46"
31 Aug 2021,Payable Invoice,"Fidelo - Fidelo School - Elite package 
# Period: 01.08.2021 until 31.08.2021",6907,EUR,254.61,0.00,254.61,0.00,"51,415.07"
31 Aug 2021,Payable Invoice,"FR KELLY - Domain name registration - U-LEARN.EU
",10232162,EUR,146.06,0.00,146.06,0.00,"51,561.13"
02 Sept 2021,Spend Money,"Google - CARD - Google Workspace
Summary for Aug 1, 2021 - Aug 31, 2021",3964275645,EUR,76.75,0.00,76.75,0.00,"51,637.88"
02 Sept 2021,Spend Money,SOFTWARE - P0109US 6.15@0.84878,,EUR,5.22,0.00,5.22,0.00,"51,643.10"
03 Sept 2021,Spend Money,SOFTWARE - P0209HK 18.99@0.84518,,EUR,16.05,0.00,16.05,0.00,"51,659.15"
06 Sept 2021,Spend Money,TradingView - P0409US 29.95@0.84273,,EUR,25.24,0.00,25.24,0.00,"51,684.39"
08 Sept 2021,Spend Money,SOFTWARE - P0709LU 9.36@1.16880,,EUR,10.94,0.00,10.94,0.00,"51,695.33"
08 Sept 2021,Spend Money,Skype - POS04SEP GO.SKYPE.COM,,EUR,8.00,0.00,8.00,0.00,"51,703.33"
08 Sept 2021,Spend Money,SOFTWARE - P0709MX134.00@0.04253,,EUR,5.70,0.00,5.70,0.00,"51,709.03"
13 Sept 2021,Spend Money,Zoho - POS11SEP ZOHO-PEOPLE,,EUR,23.37,0.00,23.37,0.00,"51,732.40"
14 Sept 2021,Spend Money,A2 Hosting - POS13SEP A2WEBHOST* I,,EUR,296.25,0.00,296.25,0.00,"52,028.65"
14 Sept 2021,Spend Money,ZOOM - DD - POS13SEP ZOOM.US 888-,,EUR,279.09,0.00,279.09,0.00,"52,307.74"
16 Sept 2021,Spend Money,TradingView - P1509GI 12.95@0.84787,,EUR,10.98,0.00,10.98,0.00,"52,318.72"
20 Sept 2021,Spend Money,"Xero Subscription - CARD - Monthly Subscription, Standard Price Plan

17 Aug 2021 to 16 Sep 2021.",IN-3026981,EUR,25.59,0.00,25.59,0.00,"52,344.31"
20 Sept 2021,Spend Money,"Zopim - CARD - Chat Basic Subscription
09/20/2021-10/19/2021
Month ",INV07490473,EUR,11.97,0.00,11.97,0.00,"52,356.28"
20 Sept 2021,Spend Money,"GoDaddy.com, LLC - CARD - POS17SEP DNH*GODADDY.",,EUR,52.43,0.00,52.43,0.00,"52,408.71"
20 Sept 2021,Spend Money,"GoDaddy.com, LLC - CARD - POS16SEP DNH*GO DADDY",,EUR,23.35,0.00,23.35,0.00,"52,432.06"
22 Sept 2021,Spend Money,ADOBE - POS21SEP Adobe.com,,EUR,30.24,0.00,30.24,0.00,"52,462.30"
22 Sept 2021,Spend Money,SOFTWARE - P2109GB 8.79@1.17406,,EUR,10.32,0.00,10.32,0.00,"52,472.62"
24 Sept 2021,Spend Money,Blacknight - POS23SEP BLACKNIGHT I,,EUR,61.44,0.00,61.44,0.00,"52,534.06"
24 Sept 2021,Spend Money,Flickr - POS23SEP PAYPAL *FLIC,,EUR,6.23,0.00,6.23,0.00,"52,540.29"
27 Sept 2021,Spend Money,Blacknight - POS25SEP BLACKNIGHT I,,EUR,30.74,0.00,30.74,0.00,"52,571.03"
27 Sept 2021,Spend Money,TradingView - P2509US 29.95@0.85475,,EUR,25.60,0.00,25.60,0.00,"52,596.63"
28 Sept 2021,Spend Money,Storage Worl - POS27SEP STORAGE WORL,,EUR,212.63,0.00,212.63,0.00,"52,809.26"
30 Sept 2021,Payable Invoice,"Fidelo - Fidelo School - Elite package 
# Period: 01.09.2021 until 30.09.2021
",7010,EUR,254.61,0.00,254.61,0.00,"53,063.87"
04 Oct 2021,Spend Money,SOFTWARE - P0110LU 6.80@1.16617,,EUR,7.93,0.00,7.93,0.00,"53,071.80"
04 Oct 2021,Spend Money,SOFTWARE - P0110US 6.15@0.86504,,EUR,5.32,0.00,5.32,0.00,"53,077.12"
05 Oct 2021,Spend Money,TradingView - P0410US 29.95@0.86310,,EUR,25.85,0.00,25.85,0.00,"53,102.97"
07 Oct 2021,Spend Money,"GoDaddy.com, LLC - CARD - POS06OCT DNH*GODADDY.",,EUR,13.78,0.00,13.78,0.00,"53,116.75"
08 Oct 2021,Spend Money,Skype - POS04OCT GO.SKYPE.COM,,EUR,8.00,0.00,8.00,0.00,"53,124.75"
12 Oct 2021,Spend Money,Zoho - POS11OCT ZOHO-PEOPLE,,EUR,23.37,0.00,23.37,0.00,"53,148.12"
14 Oct 2021,Spend Money,ZOOM - DD - POS13OCT ZOOM.US 888-,,EUR,279.09,0.00,279.09,0.00,"53,427.21"
14 Oct 2021,Spend Money,"GoDaddy.com, LLC - CARD - POS13OCT DNH*GODADDY.",,EUR,41.64,0.00,41.64,0.00,"53,468.85"
14 Oct 2021,Spend Money,"GoDaddy.com, LLC - CARD - POS12OCT DNH*GO DADDY",,EUR,22.31,0.00,22.31,0.00,"53,491.16"
17 Oct 2021,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Sep 2021 to 16 Oct 2021. ",IN-3090918,EUR,25.89,0.00,25.89,0.00,"53,517.05"
18 Oct 2021,Spend Money,"GoDaddy.com, LLC - CARD - POS16OCT DNH*GO DADDY",,EUR,11.06,0.00,11.06,0.00,"53,528.11"
18 Oct 2021,Spend Money,TradingView - P1510GI 12.95@0.86332,,EUR,11.18,0.00,11.18,0.00,"53,539.29"
19 Oct 2021,Spend Money,CARD - Google - POS18OCT GOOGLE *Goog,,EUR,9.99,0.00,9.99,0.00,"53,549.28"
20 Oct 2021,Spend Money,"Zopim - CARD - Chat Basic Subscription
10/20/2021-11/19/2021
Month",INV07609960,EUR,12.05,0.00,12.05,0.00,"53,561.33"
20 Oct 2021,Spend Money,PAYPAL EUROPE - POS18OCT PAYPAL *NOEL,,EUR,120.00,0.00,120.00,0.00,"53,681.33"
22 Oct 2021,Spend Money,ADOBE - POS21OCT Adobe.com,,EUR,30.24,0.00,30.24,0.00,"53,711.57"
26 Oct 2021,Spend Money,TradingView - P2510US 29.95@0.86277,,EUR,25.84,0.00,25.84,0.00,"53,737.41"
26 Oct 2021,Spend Money,PAYPAL EUROPE - POS23OCT PAYPAL *FLIC,,EUR,6.27,0.00,6.27,0.00,"53,743.68"
31 Oct 2021,Payable Invoice,"Fidelo - 3,00 users Fidelo School - Elite package 
Period: 01.10.2021 until 31.10.2021",7104,EUR,254.61,0.00,254.61,0.00,"53,998.29"
02 Nov 2021,Spend Money,"GoDaddy.com, LLC - CARD - POS31OCT DNH*GO DADDY",,EUR,24.77,0.00,24.77,0.00,"54,023.06"
02 Nov 2021,Spend Money,SOFTWARE - P0111US 6.15@0.86666,,EUR,5.33,0.00,5.33,0.00,"54,028.39"
03 Nov 2021,Spend Money,"Google - CARD - Google Workplace - Sum for Oct 1, 2021 - Oct 31, 2021",4006460444,EUR,76.75,0.00,76.75,0.00,"54,105.14"
05 Nov 2021,Spend Money,TradingView - P0411US 29.95@0.86744,,EUR,25.98,0.00,25.98,0.00,"54,131.12"
08 Nov 2021,Spend Money,Skype - POS04NOV GO.SKYPE.COM,,EUR,8.00,0.00,8.00,0.00,"54,139.12"
12 Nov 2021,Spend Money,Zoho - POS12NOV ZOHO-PEOPLE,,EUR,23.37,0.00,23.37,0.00,"54,162.49"
16 Nov 2021,Spend Money,TradingView - P1511GI 12.95@0.88108,,EUR,11.41,0.00,11.41,0.00,"54,173.90"
17 Nov 2021,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Oct 2021 to 15 Nov 2021.",IN-3154928,EUR,26.82,0.00,26.82,0.00,"54,200.72"
18 Nov 2021,Spend Money,"GoDaddy.com, LLC - CARD - POS16NOV DNH*GO DADDY",,EUR,11.06,0.00,11.06,0.00,"54,211.78"
19 Nov 2021,Spend Money,CARD - Google - POS17NOV GOOGLE*GOOGL,,EUR,9.99,0.00,9.99,0.00,"54,221.77"
22 Nov 2021,Spend Money,ADOBE - POS21NOV Adobe.com,,EUR,30.74,0.00,30.74,0.00,"54,252.51"
23 Nov 2021,Spend Money,Zopim - CARD - P2011IE 14.00@0.89071,,EUR,12.47,0.00,12.47,0.00,"54,264.98"
26 Nov 2021,Spend Money,TradingView - P2511US 29.95@0.89348,,EUR,26.76,0.00,26.76,0.00,"54,291.74"
30 Nov 2021,Payable Invoice,"Fidelo - 2,00 hours Online Form 
# Setup Online Form
# 17114
# Service period: October 2021",7112,EUR,270.60,0.00,270.60,0.00,"54,562.34"
30 Nov 2021,Payable Invoice,"Fidelo - Fidelo School - Elite package 
Period: 01.11.2021 until 30.11.2021",7206,EUR,254.61,0.00,254.61,0.00,"54,816.95"
02 Dec 2021,Spend Money,SOFTWARE,,EUR,5.47,0.00,5.47,0.00,"54,822.42"
03 Dec 2021,Spend Money,"CARD - Google - Google Workplace - Sum for
Nov 1, 2021 - Nov 30, 2021",4025492186,EUR,76.75,0.00,76.75,0.00,"54,899.17"
06 Dec 2021,Spend Money,TradingView - P0412US 29.95@0.88781,,EUR,26.59,0.00,26.59,0.00,"54,925.76"
08 Dec 2021,Spend Money,Skype - POS04DEC GO.SKYPE.COM,,EUR,8.00,0.00,8.00,0.00,"54,933.76"
13 Dec 2021,Spend Money,Zoho - POS12DEC ZOHO-PEOPLE,,EUR,23.37,0.00,23.37,0.00,"54,957.13"
16 Dec 2021,Spend Money,TradingView - P1512GI 12.95@0.89111,,EUR,11.54,0.00,11.54,0.00,"54,968.67"
17 Dec 2021,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Nov 2021 to 16 Dec 2021",IN-3219095,EUR,31.16,0.00,31.16,0.00,"54,999.83"
17 Dec 2021,Spend Money,A2 Hosting - POS17DEC A2WEBHOST* I,,EUR,296.25,0.00,296.25,0.00,"55,296.08"
20 Dec 2021,Spend Money,"GoDaddy.com, LLC - CARD - POS16DEC DNH*GO DADDY",,EUR,11.06,0.00,11.06,0.00,"55,307.14"
20 Dec 2021,Spend Money,CARD - Google - POS18DEC Google Payme,,EUR,9.99,0.00,9.99,0.00,"55,317.13"
22 Dec 2021,Spend Money,ADOBE - Adobe app,,EUR,30.74,0.00,30.74,0.00,"55,347.87"
22 Dec 2021,Spend Money,Zopim - CARD - P2012IE 14.00@0.88785,,EUR,12.43,0.00,12.43,0.00,"55,360.30"
30 Dec 2021,Spend Money,TradingView - P2512US 29.95@0.88580,,EUR,26.53,0.00,26.53,0.00,"55,386.83"
31 Dec 2021,Payable Invoice,"Fidelo - Fidelo School - Elite package 
Period: 01.12.2021 until 31.12.2021",7314,EUR,254.61,0.00,254.61,0.00,"55,641.44"
31 Dec 2021,Manual Journal,Year End Journal-2021 - Year End Journal-2021,#48784,EUR,0.00,654.09,0.00,654.09,"54,987.35"
03 Jan 2022,Spend Money,"Google - CARD - Google Workplace - Summary for Dec 1, 2021 - Dec 31, 2021",4043033965,EUR,76.75,0.00,76.75,0.00,"55,064.10"
04 Jan 2022,Spend Money,SOFTWARE - P0101US 6.15@0.88455,,EUR,5.44,0.00,5.44,0.00,"55,069.54"
05 Jan 2022,Spend Money,TradingView - P0401US 29.95@0.88714,,EUR,26.57,0.00,26.57,0.00,"55,096.11"
10 Jan 2022,Spend Money,Skype - POS04JAN GO.SKYPE.COM,,EUR,8.00,0.00,8.00,0.00,"55,104.11"
12 Jan 2022,Spend Money,Zoho - POS12JAN ZOHO-PEOPLE,,EUR,23.37,0.00,23.37,0.00,"55,127.48"
14 Jan 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS13JAN DNH*GODADDY.",,EUR,110.55,0.00,110.55,0.00,"55,238.03"
17 Jan 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS16JAN DNH*GODADDY.",,EUR,11.06,0.00,11.06,0.00,"55,249.09"
17 Jan 2022,Spend Money,TradingView - P1501GI 12.95@0.87722,,EUR,11.36,0.00,11.36,0.00,"55,260.45"
17 Jan 2022,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Dec 2021 to 16 Jan 2022.",IN-3283646,EUR,30.73,0.00,30.73,0.00,"55,291.18"
21 Jan 2022,Spend Money,"Zopim - CARD - Chat Basic Subscription
01/20/2022-02/19/2022
Month ",,EUR,12.39,0.00,12.39,0.00,"55,303.57"
24 Jan 2022,Spend Money,ADOBE - POS21JAN Adobe.com,,EUR,30.74,0.00,30.74,0.00,"55,334.31"
26 Jan 2022,Spend Money,TradingView - P2501US 29.95@0.88814,,EUR,26.60,0.00,26.60,0.00,"55,360.91"
31 Jan 2022,Payable Invoice,"Fidelo - 3,00 users Fidelo School - Elite package 
# Period: 01.01.2022 until 31.01.2022",7423,EUR,254.61,0.00,254.61,0.00,"55,615.52"
03 Feb 2022,Spend Money,"Google - CARD - Summary for Jan 1, 2022 - Jan 31, 2022",4066995859,EUR,76.75,0.00,76.75,0.00,"55,692.27"
04 Feb 2022,Spend Money,ZOOM - DD - POS03FEB ZOOM.US 888-,,EUR,51.62,0.00,51.62,0.00,"55,743.89"
07 Feb 2022,Spend Money,TradingView - P0402US 29.95@0.87646,,EUR,26.25,0.00,26.25,0.00,"55,770.14"
08 Feb 2022,Spend Money,Skype - POS04FEB GO.SKYPE.COM,,EUR,8.00,0.00,8.00,0.00,"55,778.14"
11 Feb 2022,Spend Money,Lucid Software - POS10FEB LUCIDCHART.C,,EUR,102.58,0.00,102.58,0.00,"55,880.72"
14 Feb 2022,Spend Money,Zoho - POS12FEB ZOHO-PEOPLE,,EUR,26.88,0.00,26.88,0.00,"55,907.60"
16 Feb 2022,Spend Money,TradingView - P1502GI 12.95@0.88571,,EUR,11.47,0.00,11.47,0.00,"55,919.07"
17 Feb 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS16FEB DNH*GODADDY.",,EUR,11.06,0.00,11.06,0.00,"55,930.13"
18 Feb 2022,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Jan 2022 to 16 Feb 2022. ",IN-3348963,EUR,30.92,0.00,30.92,0.00,"55,961.05"
21 Feb 2022,Spend Money,"Zopim - CARD - Chat Basic Subscription
02/20/2022-03/19/2022
Month ",INV08125837,EUR,12.38,0.00,12.38,0.00,"55,973.43"
21 Feb 2022,Spend Money,CARD - Google - POS18FEB Google Payme,,EUR,9.99,0.00,9.99,0.00,"55,983.42"
22 Feb 2022,Spend Money,ADOBE - POS21FEB Adobe.com,,EUR,30.74,0.00,30.74,0.00,"56,014.16"
24 Feb 2022,Spend Money,PAYPAL EUROPE - POS23FEB PAYPAL *FLIC,,EUR,7.61,0.00,7.61,0.00,"56,021.77"
28 Feb 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS27FEB DNH*GODADDY.",,EUR,43.98,0.00,43.98,0.00,"56,065.75"
28 Feb 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS26FEB DNH*GO DADDY",,EUR,33.09,0.00,33.09,0.00,"56,098.84"
28 Feb 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS24FEB DNH*GO DADDY",,EUR,247.72,0.00,247.72,0.00,"56,346.56"
28 Feb 2022,Spend Money,TradingView - P2502US 29.95@0.89582,,EUR,26.83,0.00,26.83,0.00,"56,373.39"
01 Mar 2022,Payable Invoice,"Fidelo - Fidelo School - Elite package
Period: 01.02.2022 until 28.02.2022",,EUR,254.61,0.00,254.61,0.00,"56,628.00"
02 Mar 2022,Spend Money,SOFTWARE - P0103US 6.15@0.89918,,EUR,5.53,0.00,5.53,0.00,"56,633.53"
03 Mar 2022,Spend Money,"Google - CARD - Summary for Feb 1, 2022 - Feb 28, 2022",4078337430,EUR,76.75,0.00,76.75,0.00,"56,710.28"
07 Mar 2022,Spend Money,TradingView - P0403US 29.95@0.91886,,EUR,27.52,0.00,27.52,0.00,"56,737.80"
07 Mar 2022,Spend Money,ZOOM - DD - POS04MAR ZOOM.US 888-,,EUR,51.62,0.00,51.62,0.00,"56,789.42"
08 Mar 2022,Spend Money,Skype - POS04MAR GO.SKYPE.COM,,EUR,8.00,0.00,8.00,0.00,"56,797.42"
14 Mar 2022,Spend Money,Zoho - POS12MAR ZOHO-PEOPLE,,EUR,26.88,0.00,26.88,0.00,"56,824.30"
16 Mar 2022,Spend Money,TradingView - P1503GI 12.95@0.91505,,EUR,11.85,0.00,11.85,0.00,"56,836.15"
21 Mar 2022,Spend Money,"Zopim - CARD - Chat Basic Subscription
03/20/2022-04/19/2022
Month ",INV08251772,EUR,12.73,0.00,12.73,0.00,"56,848.88"
21 Mar 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS16MAR DNH*GODADDY.",,EUR,11.06,0.00,11.06,0.00,"56,859.94"
21 Mar 2022,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Feb 2022 to 16 Mar 2022.",IN-3414886,EUR,31.80,0.00,31.80,0.00,"56,891.74"
21 Mar 2022,Spend Money,CARD - Google - POS18MAR Google Payme,,EUR,9.99,0.00,9.99,0.00,"56,901.73"
22 Mar 2022,Spend Money,ADOBE - POS21MAR ADOBE CREATI,,EUR,30.74,0.00,30.74,0.00,"56,932.47"
23 Mar 2022,Spend Money,LastPass - POS22MAR GoTo LastPas,,EUR,42.80,0.00,42.80,0.00,"56,975.27"
24 Mar 2022,Spend Money,Flickr - POS23MAR PAYPAL *FLIC,,EUR,7.84,0.00,7.84,0.00,"56,983.11"
25 Mar 2022,Spend Money,A2 Hosting - POS25MAR A2WEBHOST* I,,EUR,296.25,0.00,296.25,0.00,"57,279.36"
28 Mar 2022,Spend Money,TradingView - P2503US 29.95@0.91085,,EUR,27.28,0.00,27.28,0.00,"57,306.64"
31 Mar 2022,Payable Invoice,"Fidelo - 3,00 users Fidelo School - Elite package 
# Period: 01.03.2022 until 31.03.2022
",7651,EUR,254.61,0.00,254.61,0.00,"57,561.25"
04 Apr 2022,Spend Money,SOFTWARE - P0304LU 19.80@0.90707,,EUR,17.96,0.00,17.96,0.00,"57,579.21"
04 Apr 2022,Spend Money,ZOOM - DD - POS04MAR ZOOM.US 888-,,EUR,51.62,0.00,51.62,0.00,"57,630.83"
05 Apr 2022,Spend Money,TradingView - P0404US 29.95@0.85141,,EUR,27.33,0.00,27.33,0.00,"57,658.16"
12 Apr 2022,Spend Money,Zoho - POS11APR ZOHO-PEOPLE,,EUR,26.88,0.00,26.88,0.00,"57,685.04"
17 Apr 2022,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Mar 2022 to 16 Apr 2022. ",IN-3481632,EUR,32.43,0.00,32.43,0.00,"57,717.47"
19 Apr 2022,Spend Money,TradingView - P1504GI 12.95@0.83629,,EUR,12.00,0.00,12.00,0.00,"57,729.47"
19 Apr 2022,Spend Money,CARD - Google - POS17APR GOOGLE*GOOGL,,EUR,9.99,0.00,9.99,0.00,"57,739.46"
19 Apr 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS16APR DNH*GODADDY.",,EUR,51.64,0.00,51.64,0.00,"57,791.10"
19 Apr 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS24FEB DNH*GO DADDY",,EUR,12.29,0.00,12.29,0.00,"57,803.39"
20 Apr 2022,Spend Money,"Zopim - CARD - Chat Basic Subscription
04/20/2022-05/19/2022
Month",INV08410754,EUR,12.98,0.00,12.98,0.00,"57,816.37"
22 Apr 2022,Spend Money,ADOBE - POS21MAR ADOBE CREATI,,EUR,30.74,0.00,30.74,0.00,"57,847.11"
25 Apr 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS24FEB DNH*GO DADDY",,EUR,12.29,0.00,12.29,0.00,"57,859.40"
30 Apr 2022,Payable Invoice,"Fidelo - Fidelo School - Elite package 
# Period: 01.04.2022 until 30.04.2022",7772,EUR,254.61,0.00,254.61,0.00,"58,114.01"
05 May 2022,Spend Money,"CARD - Google - Summary for Apr 1, 2022 - Apr 30, 2022",4117098689,EUR,76.75,0.00,76.75,0.00,"58,190.76"
05 May 2022,Spend Money,ZOOM - DD - POS04MAR ZOOM.US 888-,,EUR,51.62,0.00,51.62,0.00,"58,242.38"
05 May 2022,Spend Money,TradingView - P0405US 29.95@0.83338,,EUR,28.51,0.00,28.51,0.00,"58,270.89"
06 May 2022,Spend Money,"GoDaddy.com, LLC - CARD - 06MAY DNH*GO DADDY E",,EUR,5.82,0.00,5.82,0.00,"58,276.71"
06 May 2022,Spend Money,"GoDaddy.com, LLC - CARD - 05MAY DNH*GO DADDY E",,EUR,12.84,0.00,12.84,0.00,"58,289.55"
09 May 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS05MAY DNH*GO DADDY",,EUR,12.84,0.00,12.84,0.00,"58,302.39"
09 May 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS24FEB DNH*GO DADDY",,EUR,5.82,0.00,5.82,0.00,"58,308.21"
11 May 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS09MAY DNH*GO DADDY",,EUR,25.68,0.00,25.68,0.00,"58,333.89"
11 May 2022,Receive Money,LastPass - POS10MAY GoToCom*Last,,EUR,0.00,37.28,0.00,37.28,"58,296.61"
12 May 2022,Spend Money,Zoho - POS11MAY ZOHO-PEOPLE,,EUR,26.88,0.00,26.88,0.00,"58,323.49"
16 May 2022,Spend Money,TradingView - P1505GI 12.95@0.82857,,EUR,12.51,0.00,12.51,0.00,"58,336.00"
17 May 2022,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Apr 2022 to 16 May 2022.",IN-3548990,EUR,33.57,0.00,33.57,0.00,"58,369.57"
18 May 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS09MAY DNH*GO DADDY",,EUR,12.29,0.00,12.29,0.00,"58,381.86"
19 May 2022,Spend Money,CARD - Google - POS18MAR Google Payme,,EUR,9.99,0.00,9.99,0.00,"58,391.85"
20 May 2022,Spend Money,"Zopim - CARD - Chat Basic Subscription
05/20/2022-06/19/2022
Month ",INV08531217,EUR,13.29,0.00,13.29,0.00,"58,405.14"
23 May 2022,Spend Money,ADOBE - POS21MAR ADOBE CREATI,,EUR,30.74,0.00,30.74,0.00,"58,435.88"
26 May 2022,Spend Money,TradingView - P2505US 29.95@0.82170,,EUR,28.15,0.00,28.15,0.00,"58,464.03"
31 May 2022,Payable Invoice,"Fidelo - Fidelo School - Elite package
# Period: 01.05.2022 until 31.05.2022",7885,EUR,254.61,0.00,254.61,0.00,"58,718.64"
02 Jun 2022,Spend Money,SOFTWARE - P0106US 6.15@0.82439,,EUR,5.80,0.00,5.80,0.00,"58,724.44"
03 Jun 2022,Spend Money,SOFTWARE - P2505US 29.95@0.82170,,EUR,18.60,0.00,18.60,0.00,"58,743.04"
03 Jun 2022,Spend Money,Zoho - POS03JUN ZOHO-ZOHO CO,,EUR,36.90,0.00,36.90,0.00,"58,779.94"
07 Jun 2022,Spend Money,ZOOM - DD - POS04MAR ZOOM.US 888-,,EUR,51.60,0.00,51.60,0.00,"58,831.54"
07 Jun 2022,Spend Money,LETSHOST - POS16JUN LETSHOST.IE,,EUR,40.60,0.00,40.60,0.00,"58,872.14"
07 Jun 2022,Spend Money,TradingView - P0406US 29.95@0.82537,,EUR,28.00,0.00,28.00,0.00,"58,900.14"
10 Jun 2022,Spend Money,LETSHOST - POS16JUN LETSHOST.IE,,EUR,40.60,0.00,40.60,0.00,"58,940.74"
10 Jun 2022,Spend Money,SOFTWARE - P0906US 10.04@0.94223,,EUR,9.50,0.00,9.50,0.00,"58,950.24"
13 Jun 2022,Spend Money,SOFTWARE - P0709MX134.00@0.04253,,EUR,114.60,0.00,114.60,0.00,"59,064.84"
13 Jun 2022,Spend Money,Zoho - POS11JUN ZOHO-PEOPLE,,EUR,26.90,0.00,26.90,0.00,"59,091.74"
16 Jun 2022,Spend Money,TradingView - P1506GI 12.95@0.96525,,EUR,12.50,0.00,12.50,0.00,"59,104.24"
17 Jun 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS15JUN DNH*GO DADDY",,EUR,12.30,0.00,12.30,0.00,"59,116.54"
20 Jun 2022,Spend Money,"Zopim - CARD - Chat Basic Subscription
06/20/2022-07/19/2022
Month",INV08645879,EUR,13.37,0.00,13.37,0.00,"59,129.91"
20 Jun 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS16JUN DNH*GO DADDY",,EUR,12.29,0.00,12.29,0.00,"59,142.20"
21 Jun 2022,Spend Money,Hubspot - POS21JUN A2WEBHOST* I,,EUR,296.25,0.00,296.25,0.00,"59,438.45"
22 Jun 2022,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 May 2022 to 16 Jun 2022",IN-3617090,EUR,33.52,0.00,33.52,0.00,"59,471.97"
22 Jun 2022,Spend Money,ADOBE - POS21MAR ADOBE CREATI,,EUR,30.70,0.00,30.70,0.00,"59,502.67"
24 Jun 2022,Spend Money,Flickr - POS23JUN FLICKR PRO M,,EUR,7.49,0.00,7.49,0.00,"59,510.16"
27 Jun 2022,Spend Money,TradingView - P2506US 29.95@0.83873,,EUR,28.50,0.00,28.50,0.00,"59,538.66"
28 Jun 2022,Spend Money,Wistia Software company - 50 Video Plan: Annual + 20% discounts,1998218,EUR,451.13,0.00,451.13,0.00,"59,989.79"
30 Jun 2022,Payable Invoice,FRKelly - Services ,10249301,EUR,146.06,0.00,146.06,0.00,"60,135.85"
01 Jul 2022,Payable Invoice,"Fidelo - Fidelo School - Elite package
# Period: 01.06.2022 until 30.06.2022",7994,EUR,254.61,0.00,254.61,0.00,"60,390.46"
04 Jul 2022,Spend Money,ZOOM - DD - POS04MAR ZOOM.US 888-,,EUR,51.62,0.00,51.62,0.00,"60,442.08"
04 Jul 2022,Spend Money,Zoho - HRM Software,,EUR,36.90,0.00,36.90,0.00,"60,478.98"
04 Jul 2022,Spend Money,SOFTWARE - P0107US 3.71@0.96226,,EUR,3.57,0.00,3.57,0.00,"60,482.55"
04 Jul 2022,Spend Money,SOFTWARE - P0307LU 19.29@0.96474,,EUR,18.61,0.00,18.61,0.00,"60,501.16"
05 Jul 2022,Spend Money,TradingView - P2503US 29.95@0.91085,,EUR,28.77,0.00,28.77,0.00,"60,529.93"
07 Jul 2022,Spend Money,"GoDaddy.com, LLC - CARD - POS16APR DNH*GODADDY.",,EUR,15.98,0.00,15.98,0.00,"60,545.91"
